lon,lat,lan,continent,country,city,total_user,total_click,total_book
113.382,34.2904,jp,Asia,China,Yingchuan,5958,95937,58788
113.382,34.2904,tw,Asia,China,Yingchuan,7158,323563,141332
113.389,23.0141,en,Asia,China,Nancun,2,7,6
113.389,23.0141,jp,Asia,China,Nancun,2,7,5
113.416,23.0432,tw,Asia,China,Xinzao,1,1,1
113.436,-2.0775,jp,Asia,Indonesia,Petakbehandang,1,1,1
113.464,34.1628,tw,Asia,China,Yingchuan,2,4,3
113.535,22.2088,en,Asia,Macao,Macao,11,13,12
113.535,22.2088,jp,Asia,Macao,Macao,4,4,4
113.535,22.2088,tw,Asia,Macao,Macao,4,4,4
113.544,22.1987,en,Asia,Macao,Macao,4,6,5
113.544,22.1987,jp,Asia,Macao,Macao,4,4,4
113.544,22.1987,tw,Asia,Macao,Macao,3,13,8
113.546,22.2,en,Asia,Macao,Macao,1,1,1
113.546,22.2,jp,Asia,Macao,Macao,1,2,1
113.546,22.2006,en,Asia,Macao,Macao,18,30,27
113.546,22.2006,jp,Asia,Macao,Macao,8,18,17
113.546,22.2006,tw,Asia,Macao,Macao,16,36,27
113.547,22.198,en,Asia,Macao,Macao,2,2,2
113.547,22.198,jp,Asia,Macao,Macao,1,1,1
113.547,22.198,tw,Asia,Macao,Macao,2,5,2
113.547,22.2009,en,Asia,Macao,Macao,88,138,111
113.547,22.2009,jp,Asia,Macao,Macao,41,59,47
113.547,22.2009,tw,Asia,Macao,Macao,65,237,188
113.548,22.1923,tw,Asia,Macao,Sé,1,1,1
113.549,22.19,en,Asia,Macao,Sé,2,3,2
113.549,22.19,jp,Asia,Macao,Sé,1,1,1
113.549,22.19,tw,Asia,Macao,Sé,1,2,1
113.554,22.1886,jp,Asia,Macao,Macao,1,1,1
113.556,22.16,en,Asia,Macao,Macao,6,10,9
113.556,22.16,jp,Asia,Macao,Macao,1,4,4
113.556,22.16,tw,Asia,Macao,Macao,2,14,14
113.556,22.1607,en,Asia,Macao,Macao,10,26,15
113.556,22.1607,jp,Asia,Macao,Macao,7,11,10
113.556,22.1607,tw,Asia,Macao,Macao,6,26,21
113.564,22.1597,en,Asia,Macao,Cotai,6,6,6
113.564,22.1597,tw,Asia,Macao,Cotai,3,4,4
113.596,22.3606,en,Asia,China,Tangjiawan,3,3,3
113.596,22.3606,tw,Asia,China,Tangjiawan,4,63,56
113.606,34.7534,en,Asia,China,Jianshelu,3,4,4
113.606,34.7534,jp,Asia,China,Jianshelu,1,2,2
113.606,34.7534,tw,Asia,China,Jianshelu,5,11,11
113.612,34.8635,jp,Asia,China,Zhengzhou (Huiji Qu),1,1,1
113.612,34.8635,tw,Asia,China,Zhengzhou (Huiji Qu),3,6,6
113.625,34.7466,en,Asia,China,Zhengzhou,1524,9269,8722
113.625,34.7466,jp,Asia,China,Zhengzhou,1267,3927,3825
113.625,34.7466,tw,Asia,China,Zhengzhou,1688,13501,12816
113.625,34.7472,en,Asia,China,Zhengzhou,13025,74841,51426
113.625,34.7472,jp,Asia,China,Zhengzhou,11434,42921,33762
113.625,34.7472,tw,Asia,China,Zhengzhou,14211,139817,92832
113.641,34.7164,tw,Asia,China,Huaihelu,2,25,19
113.649,34.7578,en,Asia,China,Zhengzhou,238,2070,2039
113.649,34.7578,jp,Asia,China,Zhengzhou,222,1227,1222
113.649,34.7578,tw,Asia,China,Zhengzhou,249,4064,4011
113.673,22.819,tw,Asia,China,Humen,1,1,1
113.71,40.7715,tw,Asia,China,Ulanqab (No.90),1,4,3
113.723,27.9729,tw,Asia,China,Shangli (Liuyang Shi),1,1,1
113.744,23.0249,tw,Asia,China,Nancheng Jiedao,1,1,1
113.749,23.018,en,Asia,China,Dongguan,2,2,2
113.749,23.018,jp,Asia,China,Dongguan,1,1,1
113.749,23.018,tw,Asia,China,Dongguan,7,12,6
113.752,23.0207,en,Asia,China,Dongguan,1,112,46
113.752,23.0207,jp,Asia,China,Dongguan,1,60,28
113.752,23.0207,tw,Asia,China,Dongguan,2,46,35
113.763,23.379,en,Asia,China,Guangzhou,132,211,125
113.763,23.379,jp,Asia,China,Guangzhou,59,81,68
113.763,23.379,tw,Asia,China,Guangzhou,329,3206,1904
113.815,22.6721,tw,Asia,China,Fuyong,1,1,1
113.819,22.7463,tw,Asia,China,Shajing,2,3,3
113.825,23.2955,tw,Asia,China,Licheng,1,2,1
113.829,30.6426,tw,Asia,China,Xiannüshan,1,1,1
113.845,22.7787,tw,Asia,China,Songgang,1,31,30
113.889,22.5931,tw,Asia,China,Xixiang,1,15,15
113.916,22.4936,en,Asia,China,Shekou,1,1,1
113.916,22.4936,jp,Asia,China,Shekou,1,1,1
113.916,22.4936,tw,Asia,China,Shekou,1,20,19
113.916,22.5356,tw,Asia,China,Nantou,1,1,1
113.916,22.5727,tw,Asia,China,Xin’an,4,4,4
113.939,22.538,en,Asia,China,Nanshan,1,1,1
113.939,22.538,tw,Asia,China,Nanshan,4,12,12
113.94,22.5288,en,Asia,China,Haikuotiankong,1,11,11
113.94,22.5288,tw,Asia,China,Haikuotiankong,1,3,3
113.942,22.2878,en,Asia,Hong Kong,东涌,13,18,14
113.942,22.2878,jp,Asia,Hong Kong,东涌,2,2,2
113.942,22.2878,tw,Asia,Hong Kong,东涌,12,23,17
113.948,22.5881,jp,Asia,China,Xili,1,1,1
113.961,22.5804,en,Asia,China,Taoyuan,1,1,1
113.961,22.5804,tw,Asia,China,Taoyuan,1,3,3
113.972,22.3918,en,Asia,Hong Kong,Tuen Mun,22,30,27
113.972,22.3918,jp,Asia,Hong Kong,Tuen Mun,4,5,4
113.972,22.3918,tw,Asia,Hong Kong,Tuen Mun,31,118,103
113.973,22.3908,en,Asia,Hong Kong,Tuen Mun,14,18,15
113.973,22.3908,jp,Asia,Hong Kong,Tuen Mun,6,6,6
113.973,22.3908,tw,Asia,Hong Kong,Tuen Mun,9,15,12
113.982,22.4124,en,Asia,Hong Kong,Tuen Mun,3,3,3
113.983,22.411,en,Asia,Hong Kong,Tuen Mun,7,8,7
113.983,22.411,jp,Asia,Hong Kong,Tuen Mun,5,5,5
113.983,22.411,tw,Asia,Hong Kong,Tuen Mun,2,2,2
113.987,22.375,en,Asia,Hong Kong,So Kwun Wat,1,9,8
113.987,22.375,jp,Asia,Hong Kong,So Kwun Wat,1,2,2
113.987,22.375,tw,Asia,Hong Kong,So Kwun Wat,1,9,7
114.002,22.4568,en,Asia,Hong Kong,Tin Shui Wai,4,4,4
114.002,22.4568,tw,Asia,Hong Kong,Tin Shui Wai,2,2,2
114.006,22.4411,en,Asia,Hong Kong,Ping Shan,2,3,3
114.006,22.4411,tw,Asia,Hong Kong,Ping Shan,3,4,4
114.022,22.4445,en,Asia,Hong Kong,Yuen Long,15,18,15
114.022,22.4445,jp,Asia,Hong Kong,Yuen Long,2,2,2
114.022,22.4445,tw,Asia,Hong Kong,Yuen Long,5,8,8
114.027,22.4487,en,Asia,Hong Kong,Yuen Long,1,1,1
114.033,22.45,en,Asia,Hong Kong,Yuen Long Kau Hui,27,47,32
114.033,22.45,jp,Asia,Hong Kong,Yuen Long Kau Hui,5,6,5
114.033,22.45,tw,Asia,Hong Kong,Yuen Long Kau Hui,21,58,55
114.038,22.6245,tw,Asia,China,Minzhi,1,1,1
114.05,22.6364,tw,Asia,China,Bantian,1,1,1
114.056,22.5633,tw,Asia,China,Shenzhen,1,1,1
114.058,22.5431,en,Asia,China,Shenzhen,230,386,277
114.058,22.5431,jp,Asia,China,Shenzhen,87,170,106
114.058,22.5431,tw,Asia,China,Shenzhen,461,1890,1415
114.065,22.5579,en,Asia,China,Shenzhen (Futian Qu),1,1,1
114.065,22.5579,jp,Asia,China,Shenzhen (Futian Qu),1,2,2
114.065,22.5579,tw,Asia,China,Shenzhen (Futian Qu),2,2,2
114.066,32.1228,tw,Asia,China,Xinyang,1,1,1
114.068,22.5455,tw,Asia,China,Shenzhen,1,3,2
114.072,22.891,tw,Asia,China,Zhangmutou,1,2,1
114.084,22.5441,en,Asia,China,Shenzhen (Futian Qu),3,5,5
114.084,22.5441,tw,Asia,China,Shenzhen (Futian Qu),10,16,13
114.092,22.5409,tw,Asia,China,Shenzhen (Futian Qu),1,2,2
114.1,22.35,en,Asia,Hong Kong,Tsing Yi Town,11,13,11
114.1,22.35,jp,Asia,Hong Kong,Tsing Yi Town,4,4,4
114.1,22.35,tw,Asia,Hong Kong,Tsing Yi Town,15,22,22
114.101,22.603,en,Asia,China,Buji,1,5,1
114.107,22.3724,en,Asia,Hong Kong,Tsuen Wan,1,1,1
114.107,22.3728,en,Asia,Hong Kong,Tsuen Wan,147,562,306
114.107,22.3728,jp,Asia,Hong Kong,Tsuen Wan,52,243,170
114.107,22.3728,tw,Asia,Hong Kong,Tsuen Wan,109,244,180
114.107,22.4947,en,Asia,Hong Kong,Kwu Tung,110,270,176
114.107,22.4947,jp,Asia,Hong Kong,Kwu Tung,64,161,101
114.107,22.4947,tw,Asia,Hong Kong,Kwu Tung,116,2068,639
114.109,22.3964,en,Asia,Hong Kong,Hong Kong,308,475,360
114.109,22.3964,jp,Asia,Hong Kong,Hong Kong,104,163,131
114.109,22.3964,tw,Asia,Hong Kong,Hong Kong,302,736,588
114.112,22.2262,en,Asia,Hong Kong,Yung Shue Wan,2,2,2
114.112,22.2262,jp,Asia,Hong Kong,Yung Shue Wan,1,1,1
114.112,22.2262,tw,Asia,Hong Kong,Yung Shue Wan,2,2,2
114.112,22.3442,en,Asia,Hong Kong,Tsuen Wan,22,24,21
114.112,22.3442,jp,Asia,Hong Kong,Tsuen Wan,4,6,5
114.112,22.3442,tw,Asia,Hong Kong,Tsuen Wan,14,15,15
114.112,22.3443,jp,Asia,Hong Kong,Tsing Yi Town,1,1,1
114.112,22.3443,tw,Asia,Hong Kong,Tsing Yi Town,1,1,1
114.112,22.3484,en,Asia,Hong Kong,Tsing Yi Town,378,681,514
114.112,22.3484,jp,Asia,Hong Kong,Tsing Yi Town,142,242,191
114.112,22.3484,tw,Asia,Hong Kong,Tsing Yi Town,307,812,637
114.113,22.3714,en,Asia,Hong Kong,Tsuen Wan,10,13,10
114.113,22.3714,jp,Asia,Hong Kong,Tsuen Wan,6,6,6
114.113,22.3714,tw,Asia,Hong Kong,Tsuen Wan,12,39,32
114.114,22.3699,jp,Asia,Hong Kong,Tsuen Wan,1,1,1
114.117,22.5629,en,Asia,China,Nanwan (Luohu Qu),1,1,1
114.119,22.3623,en,Asia,Hong Kong,Ha Kwai Chung,8,11,11
114.119,22.3623,jp,Asia,Hong Kong,Ha Kwai Chung,6,9,8
114.119,22.3623,tw,Asia,Hong Kong,Ha Kwai Chung,10,37,12
114.119,22.3625,en,Asia,Hong Kong,Ha Kwai Chung,8,10,10
114.119,22.3625,jp,Asia,Hong Kong,Ha Kwai Chung,5,8,6
114.119,22.3625,tw,Asia,Hong Kong,Ha Kwai Chung,3,5,3
114.119,22.3656,en,Asia,Hong Kong,Tsuen Wan,3,3,3
114.119,22.3656,jp,Asia,Hong Kong,Tsuen Wan,1,1,1
114.12,22.3601,tw,Asia,Hong Kong,Ha Kwai Chung,1,16,14
114.123,22.3535,en,Asia,Hong Kong,Ha Kwai Chung,2,5,5
114.123,22.3535,tw,Asia,Hong Kong,Ha Kwai Chung,2,2,2
114.123,22.5414,en,Asia,China,Liantang (Luohu Qu),1,1,1
114.125,22.3552,en,Asia,Hong Kong,Ha Kwai Chung,7,31,16
114.125,22.3552,jp,Asia,Hong Kong,Ha Kwai Chung,3,3,3
114.125,22.3552,tw,Asia,Hong Kong,Ha Kwai Chung,9,25,24
114.126,22.3409,tw,Asia,Hong Kong,Ha Kwai Chung,1,5,4
114.126,22.3413,tw,Asia,Hong Kong,Ha Kwai Chung,1,1,1
114.128,22.3604,tw,Asia,Hong Kong,Ha Kwai Chung,1,1,1
114.129,22.2686,en,Asia,Hong Kong,Pok Fu Lam,3,6,4
114.129,22.2686,tw,Asia,Hong Kong,Pok Fu Lam,2,8,6
114.13,22.2606,jp,Asia,Hong Kong,Pok Fu Lam,1,1,1
114.13,22.2606,tw,Asia,Hong Kong,Pok Fu Lam,2,3,2
114.13,22.3668,en,Asia,Hong Kong,Kwai Chung,16,27,23
114.13,22.3668,jp,Asia,Hong Kong,Kwai Chung,7,9,9
114.13,22.3668,tw,Asia,Hong Kong,Kwai Chung,14,56,27
114.13,22.3702,en,Asia,Hong Kong,Kwai Chung,2,3,3
114.13,22.3702,jp,Asia,Hong Kong,Kwai Chung,1,1,1
114.13,22.3702,tw,Asia,Hong Kong,Kwai Chung,3,3,3
114.13,22.3703,en,Asia,Hong Kong,Kwai Chung,791,1596,1117
114.13,22.3703,jp,Asia,Hong Kong,Kwai Chung,257,514,395
114.13,22.3703,tw,Asia,Hong Kong,Kwai Chung,569,2083,1493
114.131,22.2622,en,Asia,Hong Kong,Pok Fu Lam,1,1,1
114.131,22.2622,jp,Asia,Hong Kong,Pok Fu Lam,1,1,1
114.131,22.2622,tw,Asia,Hong Kong,Pok Fu Lam,2,3,2
114.131,22.3579,en,Asia,Hong Kong,Kwai Chung,1,2,2
114.132,22.2595,en,Asia,Hong Kong,Pok Fu Lam,2,2,2
114.132,22.2595,jp,Asia,Hong Kong,Pok Fu Lam,2,4,3
114.133,22.3615,en,Asia,Hong Kong,Kwai Chung,203,342,268
114.133,22.3615,jp,Asia,Hong Kong,Kwai Chung,40,56,40
114.133,22.3615,tw,Asia,Hong Kong,Kwai Chung,166,510,453
114.134,22.3623,en,Asia,Hong Kong,Kwai Chung,19,64,39
114.134,22.3623,jp,Asia,Hong Kong,Kwai Chung,14,25,21
114.134,22.3623,tw,Asia,Hong Kong,Kwai Chung,18,72,57
114.134,22.3627,tw,Asia,Hong Kong,Kwai Chung,1,2,1
114.137,22.283,en,Asia,Hong Kong,Pok Fu Lam,169,300,221
114.137,22.283,jp,Asia,Hong Kong,Pok Fu Lam,72,95,81
114.137,22.283,tw,Asia,Hong Kong,Pok Fu Lam,85,322,290
114.138,22.2832,en,Asia,Hong Kong,Pok Fu Lam,16,27,21
114.138,22.2832,jp,Asia,Hong Kong,Pok Fu Lam,1,2,1
114.138,22.2832,tw,Asia,Hong Kong,Pok Fu Lam,7,11,8
114.138,22.2858,en,Asia,Hong Kong,Shek Tong Tsui,1,1,1
114.138,22.3684,en,Asia,Hong Kong,Kwai Chung,1,1,1
114.139,22.3683,en,Asia,Hong Kong,Kwai Chung,16,24,21
114.139,22.3683,jp,Asia,Hong Kong,Kwai Chung,6,12,9
114.139,22.3683,tw,Asia,Hong Kong,Kwai Chung,21,31,30
114.139,22.4949,en,Asia,Hong Kong,Fanling,14,29,24
114.139,22.4949,jp,Asia,Hong Kong,Fanling,11,23,23
114.139,22.4949,tw,Asia,Hong Kong,Fanling,15,20,18
114.141,22.4917,en,Asia,Hong Kong,Fanling,6,12,11
114.141,22.4917,jp,Asia,Hong Kong,Fanling,2,5,4
114.141,22.4917,tw,Asia,Hong Kong,Fanling,1,3,1
114.142,22.49,en,Asia,Hong Kong,Fanling,1,1,1
114.144,22.2875,en,Asia,Hong Kong,Victoria,27,43,38
114.144,22.2875,jp,Asia,Hong Kong,Victoria,6,6,6
114.144,22.2875,tw,Asia,Hong Kong,Victoria,24,67,52
114.144,22.3355,en,Asia,Hong Kong,Sham Shui Po,3,3,3
114.144,22.3355,jp,Asia,Hong Kong,Sham Shui Po,1,1,1
114.144,22.3355,tw,Asia,Hong Kong,Sham Shui Po,1,1,1
114.146,22.4932,en,Asia,Hong Kong,Fanling,1,18106,17953
114.146,22.4932,jp,Asia,Hong Kong,Fanling,1,30618,28465
114.146,22.4932,tw,Asia,Hong Kong,Fanling,1,25201,24797
114.148,22.2874,jp,Asia,Hong Kong,Sheung Wan,1,1,1
114.148,22.5411,tw,Asia,China,Liantang (Luohu Qu),1,32,31
114.151,22.2852,en,Asia,Hong Kong,Sheung Wan,1,1,1
114.151,22.2852,tw,Asia,Hong Kong,Sheung Wan,2,2,2
114.151,22.3366,jp,Asia,Hong Kong,Cheung Sha Wan,1,8,1
114.151,22.3366,tw,Asia,Hong Kong,Cheung Sha Wan,1,18,2
114.152,22.2868,en,Asia,Hong Kong,Sheung Wan,3,3,3
114.152,22.2868,jp,Asia,Hong Kong,Sheung Wan,2,3,3
114.152,22.2868,tw,Asia,Hong Kong,Sheung Wan,6,29,25
114.152,22.2871,en,Asia,Hong Kong,Sheung Wan,5,16,13
114.152,22.2871,jp,Asia,Hong Kong,Sheung Wan,3,6,6
114.152,22.2871,tw,Asia,Hong Kong,Sheung Wan,4,9,8
114.152,22.3328,en,Asia,Hong Kong,Cheung Sha Wan,3,3,3
114.152,22.3328,jp,Asia,Hong Kong,Cheung Sha Wan,1,1,1
114.152,22.3328,tw,Asia,Hong Kong,Cheung Sha Wan,2,6,6
114.153,22.248,en,Asia,Hong Kong,Aberdeen,20,39,24
114.153,22.248,jp,Asia,Hong Kong,Aberdeen,5,15,10
114.153,22.248,tw,Asia,Hong Kong,Aberdeen,19,41,36
114.155,22.2846,en,Asia,Hong Kong,Central,1,1,1
114.156,22.2828,en,Asia,Hong Kong,Central,1,1,1
114.157,22.2442,en,Asia,Hong Kong,Aberdeen,5,6,6
114.157,22.2442,jp,Asia,Hong Kong,Aberdeen,4,5,4
114.157,22.2442,tw,Asia,Hong Kong,Aberdeen,8,15,7
114.157,22.2834,en,Asia,Hong Kong,Central,4,5,4
114.157,22.2834,jp,Asia,Hong Kong,Central,1,1,1
114.157,22.341,en,Asia,Hong Kong,Sham Shui Po,1,2,1
114.157,22.341,jp,Asia,Hong Kong,Sham Shui Po,1,1,1
114.157,22.341,tw,Asia,Hong Kong,Sham Shui Po,2,2,2
114.158,22.2808,tw,Asia,Hong Kong,Central,2,3,2
114.158,22.283,en,Asia,Hong Kong,Central,9,10,9
114.158,22.283,jp,Asia,Hong Kong,Central,5,5,5
114.158,22.283,tw,Asia,Hong Kong,Central,12,29,24
114.158,22.3363,jp,Asia,Hong Kong,Cheung Sha Wan,2,2,2
114.158,22.3363,tw,Asia,Hong Kong,Cheung Sha Wan,1,1,1
114.159,22.3302,en,Asia,Hong Kong,Sham Shui Po,25,33,29
114.159,22.3302,jp,Asia,Hong Kong,Sham Shui Po,6,9,6
114.159,22.3302,tw,Asia,Hong Kong,Sham Shui Po,16,41,32
114.16,22.2836,en,Asia,Hong Kong,Central,935,1662,1121
114.16,22.2836,jp,Asia,Hong Kong,Central,338,490,385
114.16,22.2836,tw,Asia,Hong Kong,Central,834,2054,1557
114.162,22.2825,en,Asia,Hong Kong,Wanchai,1,2,1
114.162,22.3198,en,Asia,Hong Kong,Tai Kok Tsui,5,9,8
114.162,22.3198,jp,Asia,Hong Kong,Tai Kok Tsui,6,7,6
114.162,22.3198,tw,Asia,Hong Kong,Tai Kok Tsui,3,4,3
114.164,22.2772,en,Asia,Hong Kong,Admiralty,1,1,1
114.164,22.2772,tw,Asia,Hong Kong,Admiralty,1,1,1
114.164,22.3297,en,Asia,Hong Kong,Sham Shui Po,6,13,13
114.164,22.3297,jp,Asia,Hong Kong,Sham Shui Po,6,18,13
114.164,22.3297,tw,Asia,Hong Kong,Sham Shui Po,16,26,22
114.165,22.2491,en,Asia,Hong Kong,Aberdeen,1,4,4
114.165,22.2491,tw,Asia,Hong Kong,Aberdeen,1,7,6
114.166,22.2775,en,Asia,Hong Kong,Admiralty,1,1,1
114.167,22.2483,en,Asia,Hong Kong,Aberdeen,1,2,2
114.167,22.2483,tw,Asia,Hong Kong,Aberdeen,1,2,2
114.168,22.2995,en,Asia,Hong Kong,Tsimshatsui,12,12,12
114.168,22.2995,jp,Asia,Hong Kong,Tsimshatsui,3,3,3
114.168,22.2995,tw,Asia,Hong Kong,Tsimshatsui,13,15,14
114.168,22.3205,en,Asia,Hong Kong,Mong Kok,2,2,2
114.168,22.3205,jp,Asia,Hong Kong,Mong Kok,1,2,1
114.168,22.3205,tw,Asia,Hong Kong,Mong Kok,1,2,1
114.169,22.2786,jp,Asia,Hong Kong,Wanchai,1,1,1
114.169,22.2964,en,Asia,Hong Kong,Tsimshatsui,1,1,1
114.169,22.319,jp,Asia,Hong Kong,Mong Kok,1,1,1
114.169,22.319,tw,Asia,Hong Kong,Mong Kok,1,1,1
114.169,22.3193,en,Asia,Hong Kong,Hong Kong,397,758,539
114.169,22.3193,jp,Asia,Hong Kong,Hong Kong,166,271,212
114.169,22.3193,tw,Asia,Hong Kong,Hong Kong,406,1091,846
114.169,22.4501,en,Asia,Hong Kong,Tai Po,37,61,54
114.169,22.4501,jp,Asia,Hong Kong,Tai Po,4,4,4
114.169,22.4501,tw,Asia,Hong Kong,Tai Po,22,38,36
114.17,22.3136,en,Asia,Hong Kong,Yau Ma Tei,1,1,1
114.17,22.3136,jp,Asia,Hong Kong,Yau Ma Tei,1,2,1
114.17,22.3168,en,Asia,Hong Kong,Mong Kok,2,2,2
114.17,22.3168,jp,Asia,Hong Kong,Mong Kok,1,1,1
114.17,22.3169,tw,Asia,Hong Kong,Mong Kok,1,3,1
114.171,22.2784,en,Asia,Hong Kong,Wanchai,1,1,1
114.171,22.2799,en,Asia,Hong Kong,Wanchai,1,2,1
114.172,22.2783,tw,Asia,Hong Kong,Wanchai,1,2,2
114.172,22.316,en,Asia,Hong Kong,Mong Kok,21,59,49
114.172,22.316,jp,Asia,Hong Kong,Mong Kok,10,20,15
114.172,22.316,tw,Asia,Hong Kong,Mong Kok,19,47,43
114.172,22.3367,en,Asia,Hong Kong,Kowloon Tong,3,3,3
114.172,22.3367,jp,Asia,Hong Kong,Kowloon Tong,4,4,4
114.172,22.3367,tw,Asia,Hong Kong,Kowloon Tong,2,2,2
114.172,22.3379,en,Asia,Hong Kong,Sham Shui Po,23,45,41
114.172,22.3379,jp,Asia,Hong Kong,Sham Shui Po,9,11,10
114.172,22.3379,tw,Asia,Hong Kong,Sham Shui Po,6,54,50
114.173,22.2814,en,Asia,Hong Kong,Wanchai,7,12,9
114.173,22.2814,tw,Asia,Hong Kong,Wanchai,7,10,8
114.174,22.2799,en,Asia,Hong Kong,Wanchai,1,1,1
114.174,22.2799,jp,Asia,Hong Kong,Wanchai,2,4,3
114.174,22.2799,tw,Asia,Hong Kong,Wanchai,2,2,2
114.174,22.3199,en,Asia,Hong Kong,Ho Man Tin,12,24,12
114.174,22.3199,jp,Asia,Hong Kong,Ho Man Tin,4,7,6
114.174,22.3199,tw,Asia,Hong Kong,Ho Man Tin,6,10,9
114.175,22.2783,en,Asia,Hong Kong,Hong Kong,35,62,50
114.175,22.2783,jp,Asia,Hong Kong,Hong Kong,14,38,31
114.175,22.2783,tw,Asia,Hong Kong,Hong Kong,39,229,209
114.176,22.2776,en,Asia,Hong Kong,Wanchai,21,45,38
114.176,22.2776,jp,Asia,Hong Kong,Wanchai,9,19,16
114.176,22.2776,tw,Asia,Hong Kong,Wanchai,18,46,40
114.176,22.2782,en,Asia,Hong Kong,Wanchai,11,12,11
114.176,22.2782,jp,Asia,Hong Kong,Wanchai,1,2,1
114.176,22.2782,tw,Asia,Hong Kong,Wanchai,8,9,8
114.176,22.3369,en,Asia,Hong Kong,Kowloon Tong,9,13,10
114.176,22.3369,jp,Asia,Hong Kong,Kowloon Tong,5,10,4
114.176,22.3369,tw,Asia,Hong Kong,Kowloon Tong,5,13,8
114.179,22.3006,en,Asia,Hong Kong,Tsimshatsui East,2,10,7
114.179,22.3006,jp,Asia,Hong Kong,Tsimshatsui East,1,1,1
114.179,22.3006,tw,Asia,Hong Kong,Tsimshatsui East,3,11,7
114.18,22.2798,en,Asia,Hong Kong,Wanchai,37,101,80
114.18,22.2798,jp,Asia,Hong Kong,Wanchai,20,42,32
114.18,22.2798,tw,Asia,Hong Kong,Wanchai,25,121,102
114.18,22.3039,en,Asia,Hong Kong,Hung Hom,1,1,1
114.18,22.3039,tw,Asia,Hong Kong,Hung Hom,2,3,3
114.18,22.3046,en,Asia,Hong Kong,Hung Hom,20,32,26
114.18,22.3046,jp,Asia,Hong Kong,Hung Hom,9,14,12
114.18,22.3046,tw,Asia,Hong Kong,Hung Hom,2,3,2
114.18,22.3186,en,Asia,Hong Kong,Hong Kong,2,3,2
114.18,22.3186,tw,Asia,Hong Kong,Hong Kong,1,2,1
114.182,22.2789,en,Asia,Hong Kong,Causeway Bay,1,1,1
114.182,22.3386,tw,Asia,Hong Kong,Kowloon Tong,1,1,1
114.183,22.3167,en,Asia,Hong Kong,Kowloon,62,98,78
114.183,22.3167,jp,Asia,Hong Kong,Kowloon,17,21,19
114.183,22.3167,tw,Asia,Hong Kong,Kowloon,56,83,71
114.183,22.35,en,Asia,Hong Kong,Wong Tai Sin,23,30,26
114.183,22.35,jp,Asia,Hong Kong,Wong Tai Sin,6,9,8
114.183,22.35,tw,Asia,Hong Kong,Wong Tai Sin,20,28,26
114.183,22.3833,en,Asia,Hong Kong,Shatin,41,74,68
114.183,22.3833,jp,Asia,Hong Kong,Shatin,13,15,15
114.183,22.3833,tw,Asia,Hong Kong,Shatin,37,80,62
114.186,22.2774,en,Asia,Hong Kong,Causeway Bay,2,2,2
114.186,22.2774,jp,Asia,Hong Kong,Causeway Bay,1,1,1
114.186,22.2812,en,Asia,Hong Kong,Causeway Bay,30,46,37
114.186,22.2812,jp,Asia,Hong Kong,Causeway Bay,11,17,13
114.186,22.2812,tw,Asia,Hong Kong,Causeway Bay,25,221,40
114.189,22.3849,en,Asia,Hong Kong,Shatin,4,14,10
114.189,22.3849,jp,Asia,Hong Kong,Shatin,2,2,2
114.189,22.3849,tw,Asia,Hong Kong,Shatin,5,18,14
114.19,22.3978,en,Asia,Hong Kong,Shatin,1,2,1
114.19,22.3978,tw,Asia,Hong Kong,Shatin,1,2,2
114.19,22.3979,tw,Asia,Hong Kong,Fo Tan,1,1,1
114.19,22.399,en,Asia,Hong Kong,Fo Tan,1,1,1
114.191,22.286,en,Asia,Hong Kong,Causeway Bay,31,40,32
114.191,22.286,jp,Asia,Hong Kong,Causeway Bay,11,15,13
114.191,22.286,tw,Asia,Hong Kong,Causeway Bay,21,40,38
114.192,22.2881,tw,Asia,Hong Kong,North Point,1,1,1
114.192,22.3029,en,Asia,Hong Kong,Hung Hom,28,34,29
114.192,22.3029,jp,Asia,Hong Kong,Hung Hom,2,2,2
114.192,22.3029,tw,Asia,Hong Kong,Hung Hom,25,47,43
114.192,22.4524,en,Asia,Hong Kong,Tai Po Kau Lo Wai,1,1,1
114.194,22.467,en,Asia,Hong Kong,Ting Kok,8,11,11
114.194,22.467,jp,Asia,Hong Kong,Ting Kok,4,4,4
114.194,22.467,tw,Asia,Hong Kong,Ting Kok,4,8,7
114.197,22.3366,en,Asia,Hong Kong,San Po Kong,1,1,1
114.199,22.3366,en,Asia,Hong Kong,San Po Kong,1,1,1
114.199,22.3366,jp,Asia,Hong Kong,San Po Kong,1,1,1
114.2,22.338,en,Asia,Hong Kong,San Po Kong,4,15,10
114.2,22.338,jp,Asia,Hong Kong,San Po Kong,3,4,3
114.2,22.338,tw,Asia,Hong Kong,San Po Kong,3,3,3
114.2,22.3387,en,Asia,Hong Kong,San Po Kong,9,12,10
114.2,22.3387,jp,Asia,Hong Kong,San Po Kong,4,5,5
114.2,22.3387,tw,Asia,Hong Kong,San Po Kong,3,4,4
114.201,22.3367,en,Asia,Hong Kong,San Po Kong,2,2,2
114.201,22.3367,jp,Asia,Hong Kong,San Po Kong,2,2,2
114.201,22.3367,tw,Asia,Hong Kong,San Po Kong,6,8,8
114.204,22.324,en,Asia,Hong Kong,Kowloon City,130,271,221
114.204,22.324,jp,Asia,Hong Kong,Kowloon City,36,102,74
114.204,22.324,tw,Asia,Hong Kong,Kowloon City,93,223,180
114.205,22.2932,en,Asia,Hong Kong,North Point,1,86,1
