week,continent,country,region_weekly_visits,unique_ips_weekly,language_weekly_visits,weekly_most_common_points,top_10_books_weekly,visit_type1_counts,visit_type2_counts,visit_type3_counts,visit_type4_counts
2022-06-06/2022-06-12,Africa,Egypt,7,4,en: 7,30.0384_31.2098: 5,285030: 1; 376423: 1; 356050: 1; 150246: 1; 543532: 1; 135921: 1; 352766: 1,1,1,2,3
2022-06-13/2022-06-19,Africa,Egypt,2,2,en: 2,30.0444_31.2357: 1,288999: 1; 390418: 1,1,0,0,1
2022-06-20/2022-06-26,Africa,Egypt,1,1,en: 1,30.0384_31.2098: 1,343215: 1,0,0,0,1
2022-06-27/2022-07-03,Africa,Egypt,3,3,en: 1; jp: 1; tw: 1,30.0384_31.2098: 2,379382: 1; 279377: 1; 269488: 1,0,0,0,3
2022-07-04/2022-07-10,Africa,Egypt,2,2,en: 1; jp: 1,30.0444_31.2357: 1,288999: 1; 275848: 1,0,1,0,1
2022-07-11/2022-07-17,Africa,Egypt,2,2,jp: 1; en: 1,30.0384_31.2098: 1,210626: 1; 276801: 1,0,0,0,2
2022-07-18/2022-07-24,Africa,Egypt,1,1,jp: 1,30.0384_31.2098: 1,350893: 1,0,0,0,1
2022-07-25/2022-07-31,Africa,Egypt,3,3,en: 2; jp: 1,30.0384_31.2098: 3,158123: 1; 342704: 1; 344330: 1,0,0,0,3
2022-08-01/2022-08-07,Africa,Egypt,2,2,en: 2,30.0384_31.2098: 2,619646: 1; 299986: 1,0,0,0,2
2022-08-08/2022-08-14,Africa,Egypt,2,1,jp: 2,30.0684_31.0238: 2,350893: 2,1,1,0,0
2022-08-15/2022-08-21,Africa,Egypt,0,0,,,,0,0,0,0
2022-08-22/2022-08-28,Africa,Egypt,1,1,en: 1,29.8414_31.3008: 1,346267: 1,0,0,0,1
2022-08-29/2022-09-04,Africa,Egypt,0,0,,,,0,0,0,0
2022-09-05/2022-09-11,Africa,Egypt,1,1,jp: 1,30.0384_31.2098: 1,569111: 1,0,0,0,1
2022-09-12/2022-09-18,Africa,Egypt,0,0,,,,0,0,0,0
2022-09-19/2022-09-25,Africa,Egypt,1,1,jp: 1,30.0734_31.0178: 1,158123: 1,0,0,0,1
2022-09-26/2022-10-02,Africa,Egypt,0,0,,,,0,0,0,0
2022-02-28/2022-03-06,Africa,Ethiopia,0,0,,,,0,0,0,0
2022-03-07/2022-03-13,Africa,Ethiopia,1,1,jp: 1,9.02497_38.7469: 1,546950: 1,0,0,0,1
2022-03-14/2022-03-20,Africa,Ethiopia,0,0,,,,0,0,0,0
2022-03-21/2022-03-27,Africa,Ethiopia,0,0,,,,0,0,0,0
2022-03-28/2022-04-03,Africa,Ethiopia,0,0,,,,0,0,0,0
2022-04-04/2022-04-10,Africa,Ethiopia,0,0,,,,0,0,0,0
2022-04-11/2022-04-17,Africa,Ethiopia,0,0,,,,0,0,0,0
2022-04-18/2022-04-24,Africa,Ethiopia,0,0,,,,0,0,0,0
2022-04-25/2022-05-01,Africa,Ethiopia,0,0,,,,0,0,0,0
2022-05-02/2022-05-08,Africa,Ethiopia,0,0,,,,0,0,0,0
2022-05-09/2022-05-15,Africa,Ethiopia,0,0,,,,0,0,0,0
2022-05-16/2022-05-22,Africa,Ethiopia,1,1,jp: 1,9.31387_42.1181: 1,288089: 1,0,0,0,1
2022-05-23/2022-05-29,Africa,Ethiopia,0,0,,,,0,0,0,0
2022-05-30/2022-06-05,Africa,Ethiopia,1,1,en: 1,8.9806_38.7578: 1,159916: 1,1,0,0,0
2022-06-06/2022-06-12,Africa,Ethiopia,1,1,en: 1,8.9806_38.7578: 1,640841: 1,0,1,0,0
2022-06-13/2022-06-19,Africa,Ethiopia,0,0,,,,0,0,0,0
2022-06-20/2022-06-26,Africa,Ethiopia,0,0,,,,0,0,0,0
2022-06-27/2022-07-03,Africa,Ethiopia,0,0,,,,0,0,0,0
2022-07-04/2022-07-10,Africa,Ethiopia,1,1,jp: 1,12.6_37.4667: 1,546950: 1,0,0,0,1
2022-07-11/2022-07-17,Africa,Ethiopia,0,0,,,,0,0,0,0
2022-07-18/2022-07-24,Africa,Ethiopia,0,0,,,,0,0,0,0
2022-07-25/2022-07-31,Africa,Ethiopia,0,0,,,,0,0,0,0
2022-08-01/2022-08-07,Africa,Ethiopia,0,0,,,,0,0,0,0
2022-08-08/2022-08-14,Africa,Ethiopia,0,0,,,,0,0,0,0
2022-08-15/2022-08-21,Africa,Ethiopia,1,1,en: 1,7.67344_36.8344: 1,151706: 1,0,0,0,1
2022-08-22/2022-08-28,Africa,Ethiopia,1,1,jp: 1,10.35_37.7333: 1,171255: 1,0,0,0,1
2022-08-29/2022-09-04,Africa,Ethiopia,0,0,,,,0,0,0,0
2022-09-05/2022-09-11,Africa,Ethiopia,0,0,,,,0,0,0,0
2022-09-12/2022-09-18,Africa,Ethiopia,0,0,,,,0,0,0,0
2022-09-19/2022-09-25,Africa,Ethiopia,0,0,,,,0,0,0,0
2022-09-26/2022-10-02,Africa,Ethiopia,0,0,,,,0,0,0,0
2022-02-28/2022-03-06,Africa,Gambia,0,0,,,,0,0,0,0
2022-03-07/2022-03-13,Africa,Gambia,0,0,,,,0,0,0,0
2022-03-14/2022-03-20,Africa,Gambia,0,0,,,,0,0,0,0
2022-03-21/2022-03-27,Africa,Gambia,0,0,,,,0,0,0,0
2022-03-28/2022-04-03,Africa,Gambia,0,0,,,,0,0,0,0
2022-04-04/2022-04-10,Africa,Gambia,0,0,,,,0,0,0,0
2022-04-11/2022-04-17,Africa,Gambia,0,0,,,,0,0,0,0
2022-04-18/2022-04-24,Africa,Gambia,0,0,,,,0,0,0,0
2022-04-25/2022-05-01,Africa,Gambia,0,0,,,,0,0,0,0
2022-05-02/2022-05-08,Africa,Gambia,0,0,,,,0,0,0,0
2022-05-09/2022-05-15,Africa,Gambia,0,0,,,,0,0,0,0
2022-05-16/2022-05-22,Africa,Gambia,0,0,,,,0,0,0,0
2022-05-23/2022-05-29,Africa,Gambia,0,0,,,,0,0,0,0
2022-05-30/2022-06-05,Africa,Gambia,0,0,,,,0,0,0,0
2022-06-06/2022-06-12,Africa,Gambia,1,1,jp: 1,13.4103_-16.7082: 1,360147: 1,0,0,0,1
2022-06-13/2022-06-19,Africa,Gambia,1,1,en: 1,13.4042_-16.6558: 1,397304: 1,0,0,0,1
2022-06-20/2022-06-26,Africa,Gambia,0,0,,,,0,0,0,0
2022-06-27/2022-07-03,Africa,Gambia,0,0,,,,0,0,0,0
2022-07-04/2022-07-10,Africa,Gambia,0,0,,,,0,0,0,0
2022-07-11/2022-07-17,Africa,Gambia,0,0,,,,0,0,0,0
2022-07-18/2022-07-24,Africa,Gambia,0,0,,,,0,0,0,0
2022-07-25/2022-07-31,Africa,Gambia,0,0,,,,0,0,0,0
2022-08-01/2022-08-07,Africa,Gambia,0,0,,,,0,0,0,0
2022-08-08/2022-08-14,Africa,Gambia,0,0,,,,0,0,0,0
2022-08-15/2022-08-21,Africa,Gambia,0,0,,,,0,0,0,0
2022-08-22/2022-08-28,Africa,Gambia,0,0,,,,0,0,0,0
2022-08-29/2022-09-04,Africa,Gambia,0,0,,,,0,0,0,0
2022-09-05/2022-09-11,Africa,Gambia,0,0,,,,0,0,0,0
2022-09-12/2022-09-18,Africa,Gambia,0,0,,,,0,0,0,0
2022-09-19/2022-09-25,Africa,Gambia,0,0,,,,0,0,0,0
2022-09-26/2022-10-02,Africa,Gambia,0,0,,,,0,0,0,0
2022-02-28/2022-03-06,Africa,Ghana,0,0,,,,0,0,0,0
2022-03-07/2022-03-13,Africa,Ghana,0,0,,,,0,0,0,0
2022-03-14/2022-03-20,Africa,Ghana,0,0,,,,0,0,0,0
2022-03-21/2022-03-27,Africa,Ghana,0,0,,,,0,0,0,0
2022-03-28/2022-04-03,Africa,Ghana,0,0,,,,0,0,0,0
2022-04-04/2022-04-10,Africa,Ghana,2,2,en: 2,5.6658_-0.16307: 2,211011: 2,1,0,0,1
2022-04-11/2022-04-17,Africa,Ghana,1,1,en: 1,5.6658_-0.16307: 1,181625: 1,0,1,0,0
2022-04-18/2022-04-24,Africa,Ghana,0,0,,,,0,0,0,0
2022-04-25/2022-05-01,Africa,Ghana,0,0,,,,0,0,0,0
2022-05-02/2022-05-08,Africa,Ghana,3,3,tw: 2; en: 1,6.6757100000000005_-1.56772: 1,359098: 2; 599038: 1,0,0,0,3
2022-05-09/2022-05-15,Africa,Ghana,0,0,,,,0,0,0,0
2022-05-16/2022-05-22,Africa,Ghana,0,0,,,,0,0,0,0
2022-05-23/2022-05-29,Africa,Ghana,1,1,en: 1,5.55602_-0.1969: 1,164098: 1,0,0,0,1
2022-05-30/2022-06-05,Africa,Ghana,0,0,,,,0,0,0,0
2022-06-06/2022-06-12,Africa,Ghana,0,0,,,,0,0,0,0
2022-06-13/2022-06-19,Africa,Ghana,0,0,,,,0,0,0,0
2022-06-20/2022-06-26,Africa,Ghana,0,0,,,,0,0,0,0
2022-06-27/2022-07-03,Africa,Ghana,0,0,,,,0,0,0,0
2022-07-04/2022-07-10,Africa,Ghana,0,0,,,,0,0,0,0
2022-07-11/2022-07-17,Africa,Ghana,0,0,,,,0,0,0,0
2022-07-18/2022-07-24,Africa,Ghana,0,0,,,,0,0,0,0
2022-07-25/2022-07-31,Africa,Ghana,0,0,,,,0,0,0,0
2022-08-01/2022-08-07,Africa,Ghana,0,0,,,,0,0,0,0
2022-08-08/2022-08-14,Africa,Ghana,1,1,en: 1,5.55544_-0.2004679999999999: 1,545272: 1,0,0,0,1
2022-08-15/2022-08-21,Africa,Ghana,0,0,,,,0,0,0,0
2022-08-22/2022-08-28,Africa,Ghana,0,0,,,,0,0,0,0
2022-08-29/2022-09-04,Africa,Ghana,2,1,en: 2,9.44272_-0.00991: 2,547275: 2,1,1,0,0
2022-09-05/2022-09-11,Africa,Ghana,0,0,,,,0,0,0,0
2022-09-12/2022-09-18,Africa,Ghana,0,0,,,,0,0,0,0
2022-09-19/2022-09-25,Africa,Ghana,2,1,jp: 2,5.65003_-0.2361: 2,546950: 2,1,1,0,0
2022-09-26/2022-10-02,Africa,Ghana,0,0,,,,0,0,0,0
2022-02-28/2022-03-06,Africa,Ivory Coast,0,0,,,,0,0,0,0
2022-03-07/2022-03-13,Africa,Ivory Coast,0,0,,,,0,0,0,0
2022-03-14/2022-03-20,Africa,Ivory Coast,0,0,,,,0,0,0,0
2022-03-21/2022-03-27,Africa,Ivory Coast,0,0,,,,0,0,0,0
2022-03-28/2022-04-03,Africa,Ivory Coast,0,0,,,,0,0,0,0
2022-04-04/2022-04-10,Africa,Ivory Coast,0,0,,,,0,0,0,0
2022-04-11/2022-04-17,Africa,Ivory Coast,0,0,,,,0,0,0,0
2022-04-18/2022-04-24,Africa,Ivory Coast,0,0,,,,0,0,0,0
2022-04-25/2022-05-01,Africa,Ivory Coast,0,0,,,,0,0,0,0
2022-05-02/2022-05-08,Africa,Ivory Coast,0,0,,,,0,0,0,0
2022-05-09/2022-05-15,Africa,Ivory Coast,0,0,,,,0,0,0,0
2022-05-16/2022-05-22,Africa,Ivory Coast,0,0,,,,0,0,0,0
2022-05-23/2022-05-29,Africa,Ivory Coast,0,0,,,,0,0,0,0
2022-05-30/2022-06-05,Africa,Ivory Coast,0,0,,,,0,0,0,0
2022-06-06/2022-06-12,Africa,Ivory Coast,0,0,,,,0,0,0,0
2022-06-13/2022-06-19,Africa,Ivory Coast,0,0,,,,0,0,0,0
2022-06-20/2022-06-26,Africa,Ivory Coast,0,0,,,,0,0,0,0
2022-06-27/2022-07-03,Africa,Ivory Coast,0,0,,,,0,0,0,0
2022-07-04/2022-07-10,Africa,Ivory Coast,0,0,,,,0,0,0,0
2022-07-11/2022-07-17,Africa,Ivory Coast,0,0,,,,0,0,0,0
2022-07-18/2022-07-24,Africa,Ivory Coast,0,0,,,,0,0,0,0
2022-07-25/2022-07-31,Africa,Ivory Coast,0,0,,,,0,0,0,0
2022-08-01/2022-08-07,Africa,Ivory Coast,0,0,,,,0,0,0,0
2022-08-08/2022-08-14,Africa,Ivory Coast,0,0,,,,0,0,0,0
2022-08-15/2022-08-21,Africa,Ivory Coast,0,0,,,,0,0,0,0
2022-08-22/2022-08-28,Africa,Ivory Coast,0,0,,,,0,0,0,0
2022-08-29/2022-09-04,Africa,Ivory Coast,0,0,,,,0,0,0,0
2022-09-05/2022-09-11,Africa,Ivory Coast,1,1,en: 1,5.35444_-4.00167: 1,575903: 1,0,0,0,1
2022-09-12/2022-09-18,Africa,Ivory Coast,0,0,,,,0,0,0,0
2022-09-19/2022-09-25,Africa,Ivory Coast,0,0,,,,0,0,0,0
2022-09-26/2022-10-02,Africa,Ivory Coast,0,0,,,,0,0,0,0
2022-02-28/2022-03-06,Africa,Kenya,3,3,en: 3,-0.78129_35.3416: 1,162549: 1; 358889: 1; 126231: 1,0,0,0,3
2022-03-07/2022-03-13,Africa,Kenya,8,6,en: 5; jp: 3,-1.26516_36.8052: 2,354200: 2; 541368: 1; 300464: 1; 163348: 1; 338179: 1; 160902: 1; 578300: 1,2,2,0,4
2022-03-14/2022-03-20,Africa,Kenya,6,4,en: 6,-3.64254_39.8405: 2,126231: 3; 542693: 2; 352799: 1,2,2,0,2
2022-03-21/2022-03-27,Africa,Kenya,13,5,en: 13,-1.25909_36.7858: 8,296666: 4; 142831: 4; 212540: 3; 320716: 1; 353793: 1,3,3,5,2
2022-03-28/2022-04-03,Africa,Kenya,10,6,en: 9; jp: 1,-1.25909_36.7858: 6,546801: 6; 148561: 1; 212540: 1; 332534: 1; 212005: 1,2,2,2,4
2022-04-04/2022-04-10,Africa,Kenya,12,8,en: 12,-1.29315_36.8085: 4,144500: 5; 278905: 2; 336195: 2; 334554: 1; 275220: 1; 126231: 1,2,2,2,6
2022-04-11/2022-04-17,Africa,Kenya,4,4,jp: 2; en: 2,-1.25909_36.7858: 3,286843: 1; 572998: 1; 211927: 1; 355670: 1,0,0,0,4
2022-04-18/2022-04-24,Africa,Kenya,5,5,en: 4; jp: 1,-1.25909_36.7858: 2,372987: 1; 148584: 1; 338179: 1; 360164: 1; 126231: 1,0,0,0,5
2022-04-25/2022-05-01,Africa,Kenya,14,9,en: 13; jp: 1,-0.7960200000000001_37.1329: 3,278325: 4; 126231: 3; 134661: 1; 336195: 1; 211730: 1; 373035: 1; 171255: 1; 212540: 1; 127402: 1,3,3,2,6
2022-05-02/2022-05-08,Africa,Kenya,4,4,en: 3; jp: 1,-1.28333_36.8167: 2,541368: 1; 361810: 1; 617176: 1; 547038: 1,0,0,0,4
2022-05-09/2022-05-15,Africa,Kenya,5,5,en: 4; jp: 1,-1.28333_36.8167: 3,336195: 2; 142826: 1; 633406: 1; 126231: 1,0,0,0,5
2022-05-16/2022-05-22,Africa,Kenya,2,2,en: 2,-1.28642_36.8198: 1,360061: 1; 160708: 1,0,0,0,2
2022-05-23/2022-05-29,Africa,Kenya,1,1,jp: 1,-1.25909_36.7858: 1,274108: 1,0,0,0,1
2022-05-30/2022-06-05,Africa,Kenya,2,2,en: 2,-1.28333_36.8167: 2,338703: 1; 160876: 1,0,0,0,2
2022-06-06/2022-06-12,Africa,Kenya,3,2,en: 3,-4.04348_39.6682: 2,166266: 2; 336195: 1,1,1,0,1
2022-06-13/2022-06-19,Africa,Kenya,3,2,en: 3,-1.25909_36.7858: 3,212540: 2; 135772: 1,1,1,0,1
2022-06-20/2022-06-26,Africa,Kenya,2,2,en: 2,-1.36587_36.9125: 1,211338: 1; 540072: 1,0,0,0,2
2022-06-27/2022-07-03,Africa,Kenya,5,2,en: 4; jp: 1,-1.29207_36.8219: 4,351203: 2; 390482: 1; 160804: 1; 541590: 1,1,1,2,1
2022-07-04/2022-07-10,Africa,Kenya,0,0,,,,0,0,0,0
2022-07-11/2022-07-17,Africa,Kenya,0,0,,,,0,0,0,0
2022-07-18/2022-07-24,Africa,Kenya,3,2,en: 3,-1.28642_36.8198: 2,120846: 1; 345819: 1; 373014: 1,1,1,0,1
2022-07-25/2022-07-31,Africa,Kenya,1,1,en: 1,-1.36587_36.9125: 1,127516: 1,0,0,0,1
2022-08-01/2022-08-07,Africa,Kenya,4,2,en: 4,-1.28333_36.8167: 3,158146: 3; 120846: 1,1,1,1,1
2022-08-08/2022-08-14,Africa,Kenya,0,0,,,,0,0,0,0
2022-08-15/2022-08-21,Africa,Kenya,0,0,,,,0,0,0,0
2022-08-22/2022-08-28,Africa,Kenya,0,0,,,,0,0,0,0
2022-08-29/2022-09-04,Africa,Kenya,1,1,en: 1,-1.28333_36.8167: 1,148561: 1,0,0,0,1
2022-09-05/2022-09-11,Africa,Kenya,0,0,,,,0,0,0,0
2022-09-12/2022-09-18,Africa,Kenya,3,2,en: 2; jp: 1,-1.36587_36.9125: 2,351203: 2; 376203: 1,1,1,0,1
2022-09-19/2022-09-25,Africa,Kenya,3,2,en: 3,-1.36587_36.9125: 2,142831: 1; 163130: 1; 343977: 1,1,1,0,1
2022-09-26/2022-10-02,Africa,Kenya,5,4,en: 4; jp: 1,-1.28642_36.8198: 2,338177: 2; 288312: 1; 363034: 1; 356579: 1,1,1,0,3
2022-02-28/2022-03-06,Africa,Libya,0,0,,,,0,0,0,0
2022-03-07/2022-03-13,Africa,Libya,0,0,,,,0,0,0,0
2022-03-14/2022-03-20,Africa,Libya,0,0,,,,0,0,0,0
2022-03-21/2022-03-27,Africa,Libya,0,0,,,,0,0,0,0
2022-03-28/2022-04-03,Africa,Libya,0,0,,,,0,0,0,0
2022-04-04/2022-04-10,Africa,Libya,0,0,,,,0,0,0,0
2022-04-11/2022-04-17,Africa,Libya,0,0,,,,0,0,0,0
2022-04-18/2022-04-24,Africa,Libya,0,0,,,,0,0,0,0
2022-04-25/2022-05-01,Africa,Libya,0,0,,,,0,0,0,0
2022-05-02/2022-05-08,Africa,Libya,0,0,,,,0,0,0,0
2022-05-09/2022-05-15,Africa,Libya,0,0,,,,0,0,0,0
2022-05-16/2022-05-22,Africa,Libya,0,0,,,,0,0,0,0
2022-05-23/2022-05-29,Africa,Libya,0,0,,,,0,0,0,0
2022-05-30/2022-06-05,Africa,Libya,1,1,jp: 1,32.8874_13.1873: 1,212005: 1,0,0,0,1
2022-06-06/2022-06-12,Africa,Libya,0,0,,,,0,0,0,0
2022-06-13/2022-06-19,Africa,Libya,0,0,,,,0,0,0,0
2022-06-20/2022-06-26,Africa,Libya,0,0,,,,0,0,0,0
2022-06-27/2022-07-03,Africa,Libya,0,0,,,,0,0,0,0
2022-07-04/2022-07-10,Africa,Libya,0,0,,,,0,0,0,0
2022-07-11/2022-07-17,Africa,Libya,0,0,,,,0,0,0,0
2022-07-18/2022-07-24,Africa,Libya,0,0,,,,0,0,0,0
2022-07-25/2022-07-31,Africa,Libya,0,0,,,,0,0,0,0
2022-08-01/2022-08-07,Africa,Libya,0,0,,,,0,0,0,0
2022-08-08/2022-08-14,Africa,Libya,0,0,,,,0,0,0,0
2022-08-15/2022-08-21,Africa,Libya,0,0,,,,0,0,0,0
2022-08-22/2022-08-28,Africa,Libya,0,0,,,,0,0,0,0
2022-08-29/2022-09-04,Africa,Libya,0,0,,,,0,0,0,0
2022-09-05/2022-09-11,Africa,Libya,0,0,,,,0,0,0,0
2022-09-12/2022-09-18,Africa,Libya,0,0,,,,0,0,0,0
2022-09-19/2022-09-25,Africa,Libya,0,0,,,,0,0,0,0
2022-09-26/2022-10-02,Africa,Libya,0,0,,,,0,0,0,0
2022-02-28/2022-03-06,Africa,Malawi,0,0,,,,0,0,0,0
2022-03-07/2022-03-13,Africa,Malawi,0,0,,,,0,0,0,0
2022-03-14/2022-03-20,Africa,Malawi,0,0,,,,0,0,0,0
2022-03-21/2022-03-27,Africa,Malawi,0,0,,,,0,0,0,0
2022-03-28/2022-04-03,Africa,Malawi,0,0,,,,0,0,0,0
2022-04-04/2022-04-10,Africa,Malawi,0,0,,,,0,0,0,0
2022-04-11/2022-04-17,Africa,Malawi,0,0,,,,0,0,0,0
2022-04-18/2022-04-24,Africa,Malawi,0,0,,,,0,0,0,0
2022-04-25/2022-05-01,Africa,Malawi,0,0,,,,0,0,0,0
2022-05-02/2022-05-08,Africa,Malawi,0,0,,,,0,0,0,0
2022-05-09/2022-05-15,Africa,Malawi,0,0,,,,0,0,0,0
2022-05-16/2022-05-22,Africa,Malawi,0,0,,,,0,0,0,0
2022-05-23/2022-05-29,Africa,Malawi,0,0,,,,0,0,0,0
2022-05-30/2022-06-05,Africa,Malawi,0,0,,,,0,0,0,0
2022-06-06/2022-06-12,Africa,Malawi,0,0,,,,0,0,0,0
2022-06-13/2022-06-19,Africa,Malawi,0,0,,,,0,0,0,0
2022-06-20/2022-06-26,Africa,Malawi,0,0,,,,0,0,0,0
2022-06-27/2022-07-03,Africa,Malawi,0,0,,,,0,0,0,0
2022-07-04/2022-07-10,Africa,Malawi,0,0,,,,0,0,0,0
2022-07-11/2022-07-17,Africa,Malawi,0,0,,,,0,0,0,0
2022-07-18/2022-07-24,Africa,Malawi,0,0,,,,0,0,0,0
2022-07-25/2022-07-31,Africa,Malawi,0,0,,,,0,0,0,0
2022-08-01/2022-08-07,Africa,Malawi,0,0,,,,0,0,0,0
2022-08-08/2022-08-14,Africa,Malawi,1,1,en: 1,-15.7872_35.0305: 1,162633: 1,0,0,0,1
2022-08-15/2022-08-21,Africa,Malawi,0,0,,,,0,0,0,0
2022-08-22/2022-08-28,Africa,Malawi,0,0,,,,0,0,0,0
2022-08-29/2022-09-04,Africa,Malawi,0,0,,,,0,0,0,0
2022-09-05/2022-09-11,Africa,Malawi,0,0,,,,0,0,0,0
2022-09-12/2022-09-18,Africa,Malawi,0,0,,,,0,0,0,0
2022-09-19/2022-09-25,Africa,Malawi,1,1,jp: 1,-11.4656_34.0207: 1,171255: 1,0,0,0,1
2022-09-26/2022-10-02,Africa,Malawi,0,0,,,,0,0,0,0
2022-02-28/2022-03-06,Africa,Mauritius,1,1,jp: 1,-20.1609_57.5012: 1,547116: 1,0,0,0,1
2022-03-07/2022-03-13,Africa,Mauritius,0,0,,,,0,0,0,0
2022-03-14/2022-03-20,Africa,Mauritius,0,0,,,,0,0,0,0
2022-03-21/2022-03-27,Africa,Mauritius,0,0,,,,0,0,0,0
2022-03-28/2022-04-03,Africa,Mauritius,0,0,,,,0,0,0,0
2022-04-04/2022-04-10,Africa,Mauritius,0,0,,,,0,0,0,0
2022-04-11/2022-04-17,Africa,Mauritius,0,0,,,,0,0,0,0
2022-04-18/2022-04-24,Africa,Mauritius,0,0,,,,0,0,0,0
2022-04-25/2022-05-01,Africa,Mauritius,0,0,,,,0,0,0,0
2022-05-02/2022-05-08,Africa,Mauritius,0,0,,,,0,0,0,0
2022-05-09/2022-05-15,Africa,Mauritius,0,0,,,,0,0,0,0
2022-05-16/2022-05-22,Africa,Mauritius,0,0,,,,0,0,0,0
2022-05-23/2022-05-29,Africa,Mauritius,0,0,,,,0,0,0,0
2022-05-30/2022-06-05,Africa,Mauritius,0,0,,,,0,0,0,0
2022-06-06/2022-06-12,Africa,Mauritius,0,0,,,,0,0,0,0
2022-06-13/2022-06-19,Africa,Mauritius,2,1,en: 2,-20.2419_57.4896: 2,373025: 2,1,1,0,0
2022-06-20/2022-06-26,Africa,Mauritius,0,0,,,,0,0,0,0
2022-06-27/2022-07-03,Africa,Mauritius,0,0,,,,0,0,0,0
2022-07-04/2022-07-10,Africa,Mauritius,0,0,,,,0,0,0,0
2022-07-11/2022-07-17,Africa,Mauritius,0,0,,,,0,0,0,0
2022-07-18/2022-07-24,Africa,Mauritius,0,0,,,,0,0,0,0
2022-07-25/2022-07-31,Africa,Mauritius,0,0,,,,0,0,0,0
2022-08-01/2022-08-07,Africa,Mauritius,2,2,en: 2,-20.223_57.4684: 1,287476: 1; 595061: 1,0,0,0,2
2022-08-08/2022-08-14,Africa,Mauritius,0,0,,,,0,0,0,0
2022-08-15/2022-08-21,Africa,Mauritius,0,0,,,,0,0,0,0
2022-08-22/2022-08-28,Africa,Mauritius,0,0,,,,0,0,0,0
2022-08-29/2022-09-04,Africa,Mauritius,0,0,,,,0,0,0,0
2022-09-05/2022-09-11,Africa,Mauritius,0,0,,,,0,0,0,0
2022-09-12/2022-09-18,Africa,Mauritius,0,0,,,,0,0,0,0
2022-09-19/2022-09-25,Africa,Mauritius,0,0,,,,0,0,0,0
2022-09-26/2022-10-02,Africa,Mauritius,0,0,,,,0,0,0,0
2022-02-28/2022-03-06,Africa,Morocco,0,0,,,,0,0,0,0
2022-03-07/2022-03-13,Africa,Morocco,4,2,tw: 4,33.588_-7.63778: 2,274794: 4,2,2,0,0
2022-03-14/2022-03-20,Africa,Morocco,0,0,,,,0,0,0,0
2022-03-21/2022-03-27,Africa,Morocco,0,0,,,,0,0,0,0
2022-03-28/2022-04-03,Africa,Morocco,0,0,,,,0,0,0,0
2022-04-04/2022-04-10,Africa,Morocco,1,1,en: 1,33.9977_-6.84793: 1,273037: 1,0,0,0,1
2022-04-11/2022-04-17,Africa,Morocco,0,0,,,,0,0,0,0
2022-04-18/2022-04-24,Africa,Morocco,1,1,en: 1,33.9977_-6.84793: 1,284636: 1,0,0,0,1
2022-04-25/2022-05-01,Africa,Morocco,3,1,en: 3,30.3554_-9.53639: 3,212540: 3,1,1,1,0
2022-05-02/2022-05-08,Africa,Morocco,0,0,,,,0,0,0,0
2022-05-09/2022-05-15,Africa,Morocco,0,0,,,,0,0,0,0
2022-05-16/2022-05-22,Africa,Morocco,0,0,,,,0,0,0,0
2022-05-23/2022-05-29,Africa,Morocco,0,0,,,,0,0,0,0
2022-05-30/2022-06-05,Africa,Morocco,0,0,,,,0,0,0,0
2022-06-06/2022-06-12,Africa,Morocco,0,0,,,,0,0,0,0
2022-06-13/2022-06-19,Africa,Morocco,1,1,en: 1,33.9977_-6.84793: 1,541600: 1,0,0,0,1
2022-06-20/2022-06-26,Africa,Morocco,0,0,,,,0,0,0,0
2022-06-27/2022-07-03,Africa,Morocco,0,0,,,,0,0,0,0
2022-07-04/2022-07-10,Africa,Morocco,0,0,,,,0,0,0,0
2022-07-11/2022-07-17,Africa,Morocco,1,1,en: 1,33.9972_-6.74047: 1,142831: 1,0,0,0,1
2022-07-18/2022-07-24,Africa,Morocco,0,0,,,,0,0,0,0
2022-07-25/2022-07-31,Africa,Morocco,0,0,,,,0,0,0,0
2022-08-01/2022-08-07,Africa,Morocco,0,0,,,,0,0,0,0
2022-08-08/2022-08-14,Africa,Morocco,0,0,,,,0,0,0,0
2022-08-15/2022-08-21,Africa,Morocco,0,0,,,,0,0,0,0
2022-08-22/2022-08-28,Africa,Morocco,0,0,,,,0,0,0,0
2022-08-29/2022-09-04,Africa,Morocco,0,0,,,,0,0,0,0
2022-09-05/2022-09-11,Africa,Morocco,0,0,,,,0,0,0,0
2022-09-12/2022-09-18,Africa,Morocco,0,0,,,,0,0,0,0
2022-09-19/2022-09-25,Africa,Morocco,1,1,jp: 1,33.9716_-6.84981: 1,574639: 1,0,0,0,1
2022-09-26/2022-10-02,Africa,Morocco,1,1,jp: 1,33.5883_-7.61138: 1,212005: 1,0,0,0,1
2022-02-28/2022-03-06,Africa,Mozambique,0,0,,,,0,0,0,0
2022-03-07/2022-03-13,Africa,Mozambique,0,0,,,,0,0,0,0
2022-03-14/2022-03-20,Africa,Mozambique,0,0,,,,0,0,0,0
2022-03-21/2022-03-27,Africa,Mozambique,0,0,,,,0,0,0,0
2022-03-28/2022-04-03,Africa,Mozambique,0,0,,,,0,0,0,0
2022-04-04/2022-04-10,Africa,Mozambique,0,0,,,,0,0,0,0
2022-04-11/2022-04-17,Africa,Mozambique,0,0,,,,0,0,0,0
2022-04-18/2022-04-24,Africa,Mozambique,0,0,,,,0,0,0,0
